Date,Service,Admissions,Durée séjour (jours),Lits disponibles,Médecins,Infirmiers,Température (°C),Asthme (cas),Blessures (cas),Budget (euros),Stock Médicaments,Stock Consommables,Commandes Médicaments,Commandes Consommables,Capacité Max Médicaments,Capacité Max Consommables
2022-09-30,Orthopédie,22,2.17,28,15,25,20,0,14,45102,935,3856,0,0,1500,6000
2022-09-30,Pneumologie,24,3.89,5,13,27,22,3,0,32239,866,3588,409,2257,1300,5000
2022-10-01,Orthopédie,24,3.4,0,13,26,15,0,8,43746,933,3657,0,2055,1500,6000
2022-10-01,Pneumologie,20,4.69,0,14,28,14,3,0,37215,914,3811,0,0,1300,5000
2022-10-02,Orthopédie,20,2.96,14,12,26,17,0,13,48607,930,3712,0,1825,1500,6000
2022-10-02,Pneumologie,33,3.59,3,15,28,13,6,0,36110,918,3650,0,1160,1300,5000
2022-10-03,Orthopédie,21,3.41,4,12,24,13,0,9,47240,894,3786,208,2328,1500,6000
2022-10-03,Pneumologie,21,3.32,4,13,25,16,4,0,37180,908,3655,0,1925,1300,5000
2022-10-04,Orthopédie,21,3.9,4,15,28,14,0,16,46614,879,3679,439,1939,1500,6000
2022-10-04,Pneumologie,28,4.36,0,12,24,16,4,0,31198,917,3541,0,1014,1300,5000
2022-10-05,Orthopédie,18,2.81,20,13,27,13,0,9,44676,966,3786,0,1251,1500,6000
2022-10-05,Pneumologie,32,4.5,0,12,24,13,6,0,33788,820,3300,228,1064,1300,5000
2022-10-06,Orthopédie,20,3.38,2,13,27,17,0,10,44507,936,3853,0,0,1500,6000
2022-10-06,Pneumologie,26,4.58,0,13,24,14,5,0,32057,915,3562,0,1148,1300,5000
2022-10-07,Orthopédie,13,2.25,44,14,25,17,0,15,44203,975,3932,0,0,1500,6000
2022-10-07,Pneumologie,26,4.73,0,15,25,14,4,0,31695,921,3608,0,1356,1300,5000
2022-10-08,Orthopédie,13,3.61,23,13,26,13,0,7,43158,975,3767,0,1754,1500,6000
2022-10-08,Pneumologie,33,4.18,0,15,26,14,6,0,37507,816,3672,386,1245,1300,5000
2022-10-09,Orthopédie,23,3.58,0,14,26,16,0,14,42440,938,3596,0,1878,1500,6000
2022-10-09,Pneumologie,29,3.02,4,11,25,15,5,0,33449,879,3716,327,1772,1300,5000
2022-10-10,Orthopédie,18,2.51,33,14,25,18,0,9,45434,976,3775,0,1333,1500,6000
2022-10-10,Pneumologie,28,4.85,1,15,27,17,4,0,33906,922,3647,0,2082,1300,5000
2022-10-11,Orthopédie,15,3.21,27,11,25,16,0,13,47867,955,3871,0,0,1500,6000
2022-10-11,Pneumologie,28,4.4,4,14,25,18,5,0,31080,905,3721,0,1843,1300,5000
2022-10-12,Orthopédie,17,2.01,41,11,27,15,0,15,43984,971,3923,0,0,1500,6000
2022-10-12,Pneumologie,29,3.2,0,14,27,14,4,0,36914,873,3574,314,2342,1300,5000
2022-10-13,Orthopédie,23,2.69,18,13,27,14,0,15,48486,922,3761,0,2194,1500,6000
2022-10-13,Pneumologie,24,4.39,5,12,27,13,4,0,37343,938,3705,0,2395,1300,5000
2022-10-14,Orthopédie,21,2.09,34,13,26,18,0,10,48999,936,3815,0,0,1500,6000
2022-10-14,Pneumologie,28,3.43,1,14,24,18,4,0,33980,880,3783,253,1721,1300,5000
2022-10-15,Orthopédie,20,3.94,2,11,26,16,0,7,46402,889,3682,224,1732,1500,6000
2022-10-15,Pneumologie,30,3.39,0,15,25,17,5,0,35942,889,3548,213,1660,1300,5000
2022-10-16,Orthopédie,18,2.17,40,13,24,18,0,11,43057,959,3851,0,0,1500,6000
2022-10-16,Pneumologie,27,4.07,0,11,28,13,4,0,33134,882,3518,485,1186,1300,5000
2022-10-17,Orthopédie,17,3.12,19,15,24,17,0,13,46125,969,3802,0,0,1500,6000
2022-10-17,Pneumologie,27,3.85,0,13,27,13,4,0,38420,878,3529,419,2488,1300,5000
2022-10-18,Orthopédie,25,3.54,0,14,24,15,0,9,45215,941,3624,0,2309,1500,6000
2022-10-18,Pneumologie,39,3.85,0,13,24,18,5,0,38472,844,3381,335,2343,1300,5000
2022-10-19,Orthopédie,15,2.47,40,15,28,13,0,12,42733,950,3850,0,0,1500,6000
2022-10-19,Pneumologie,33,4.13,0,12,26,18,5,0,35490,830,3433,236,1823,1300,5000
2022-10-20,Orthopédie,23,3.82,3,15,27,14,0,10,48140,937,3588,0,1170,1500,6000
2022-10-20,Pneumologie,34,4.41,0,15,26,15,6,0,32730,899,3592,255,1177,1300,5000
2022-10-21,Orthopédie,12,2.14,52,11,28,14,0,6,45599,970,3874,0,0,1500,6000
2022-10-21,Pneumologie,29,5.0,4,11,26,15,4,0,31845,802,3462,432,1210,1300,5000
2022-10-22,Orthopédie,16,2.09,43,15,24,13,0,6,47106,981,3864,0,0,1500,6000
2022-10-22,Pneumologie,34,4.41,0,12,26,14,5,0,35949,841,3684,431,1216,1300,5000
2022-10-23,Orthopédie,18,2.91,17,14,27,13,0,8,45508,932,3766,0,2355,1500,6000
2022-10-23,Pneumologie,33,3.04,4,15,28,16,6,0,38436,910,3539,0,1429,1300,5000
2022-10-24,Orthopédie,21,2.31,28,13,26,17,0,12,42787,939,3817,0,0,1500,6000
2022-10-24,Pneumologie,33,3.6,0,15,26,17,6,0,37776,900,3656,0,1208,1300,5000
2022-10-25,Orthopédie,23,3.8,0,11,25,15,0,5,45774,923,3665,0,2189,1500,6000
2022-10-25,Pneumologie,33,3.72,0,15,27,13,5,0,31779,825,3656,353,1978,1300,5000
2022-10-26,Orthopédie,17,2.59,30,13,28,14,0,9,44774,977,3896,0,0,1500,6000
2022-10-26,Pneumologie,29,4.97,0,15,27,18,5,0,34548,796,3475,382,1641,1300,5000
2022-10-27,Orthopédie,24,3.76,0,12,24,14,0,5,48529,895,3739,232,1116,1500,6000
2022-10-27,Pneumologie,34,3.64,0,15,26,14,6,0,33897,915,3741,0,1606,1300,5000
2022-10-28,Orthopédie,16,2.56,39,14,25,16,0,3,47191,962,3854,0,0,1500,6000
2022-10-28,Pneumologie,27,3.13,0,12,25,16,5,0,37842,904,3629,0,1921,1300,5000
2022-10-29,Orthopédie,17,3.32,16,11,25,13,0,8,46454,951,3771,0,1216,1500,6000
2022-10-29,Pneumologie,33,3.9,4,12,27,18,4,0,36406,920,3644,0,1963,1300,5000
2022-10-30,Orthopédie,15,2.58,31,15,27,18,0,11,44688,951,3846,0,0,1500,6000
2022-10-30,Pneumologie,30,4.04,1,11,27,15,5,0,31850,845,3413,213,2392,1300,5000
2022-10-31,Orthopédie,16,2.11,41,11,27,15,0,5,44854,984,3834,0,0,1500,6000
2022-10-31,Pneumologie,36,4.41,0,11,25,14,5,0,36539,856,3432,337,2325,1300,5000
2022-11-01,Orthopédie,14,3.62,22,11,27,9,0,12,47876,958,3854,0,0,1500,6000
2022-11-01,Pneumologie,31,4.21,3,11,28,11,4,0,32697,915,3720,0,1524,1300,5000
2022-11-02,Orthopédie,15,3.47,17,14,26,13,0,5,42757,940,3746,0,1239,1500,6000
2022-11-02,Pneumologie,38,3.0,2,13,27,12,6,0,31808,934,3621,0,1164,1300,5000
2022-11-03,Orthopédie,20,3.24,7,15,26,11,0,5,41277,946,3871,0,0,1500,6000
2022-11-03,Pneumologie,33,3.07,0,13,27,12,6,0,35721,869,3579,449,2000,1300,5000
2022-11-04,Orthopédie,15,3.91,21,13,25,11,0,6,44767,928,3849,0,0,1500,6000
2022-11-04,Pneumologie,31,4.56,1,13,25,11,5,0,32531,797,3392,417,1213,1300,5000
2022-11-05,Orthopédie,16,2.73,31,15,28,9,0,2,42407,976,3835,0,0,1500,6000
2022-11-05,Pneumologie,31,4.96,3,12,24,8,4,0,32268,829,3672,294,2394,1300,5000
2022-11-06,Orthopédie,25,3.16,0,13,28,10,0,10,42749,958,3711,0,2213,1500,6000
2022-11-06,Pneumologie,26,3.77,4,15,25,11,4,0,37780,869,3553,482,1423,1300,5000
2022-11-07,Orthopédie,24,2.66,16,15,28,12,0,10,44256,963,3810,0,0,1500,6000
2022-11-07,Pneumologie,26,4.93,4,13,28,9,4,0,37420,861,3582,202,1425,1300,5000
2022-11-08,Orthopédie,19,3.61,8,13,24,12,0,6,45850,956,3861,0,0,1500,6000
2022-11-08,Pneumologie,25,4.35,0,15,27,8,4,0,33524,861,3503,447,1192,1300,5000
2022-11-09,Orthopédie,26,3.12,0,12,25,13,0,6,46256,946,3617,0,2299,1500,6000
2022-11-09,Pneumologie,31,3.97,5,15,24,12,5,0,32294,873,3619,223,1408,1300,5000
2022-11-10,Orthopédie,20,3.38,3,14,24,10,0,5,47834,937,3729,0,1717,1500,6000
2022-11-10,Pneumologie,31,4.75,0,13,28,12,5,0,36075,869,3344,456,1523,1300,5000
2022-11-11,Orthopédie,25,2.77,7,11,28,11,0,9,44606,951,3753,0,2166,1500,6000
2022-11-11,Pneumologie,25,4.4,0,12,27,9,4,0,33338,843,3758,358,1381,1300,5000
2022-11-12,Orthopédie,24,2.61,14,15,27,13,0,5,44959,944,3696,0,1854,1500,6000
2022-11-12,Pneumologie,27,4.01,0,13,25,10,4,0,36438,861,3460,264,1725,1300,5000
2022-11-13,Orthopédie,25,2.38,17,15,25,13,0,5,47221,956,3831,0,0,1500,6000
2022-11-13,Pneumologie,34,4.98,0,13,28,12,6,0,32493,831,3395,306,1832,1300,5000
2022-11-14,Orthopédie,26,2.23,12,11,24,9,0,11,47953,947,3883,0,0,1500,6000
2022-11-14,Pneumologie,26,4.54,0,11,24,13,4,0,34382,891,3684,336,2289,1300,5000
2022-11-15,Orthopédie,30,2.67,1,12,27,10,0,6,45009,909,3760,0,1372,1500,6000
2022-11-15,Pneumologie,28,4.03,3,15,28,9,4,0,34644,926,3768,0,1818,1300,5000
2022-11-16,Orthopédie,20,2.28,27,11,28,9,0,11,43621,963,3778,0,1912,1500,6000
2022-11-16,Pneumologie,31,4.07,0,12,25,8,5,0,37263,852,3540,438,1214,1300,5000
2022-11-17,Orthopédie,24,2.76,9,13,25,9,0,11,47964,949,3691,0,1679,1500,6000
2022-11-17,Pneumologie,30,3.22,0,11,28,10,5,0,32086,919,3754,0,2196,1300,5000
2022-11-18,Orthopédie,29,3.24,3,12,26,11,0,4,45100,900,3738,0,2107,1500,6000
2022-11-18,Pneumologie,25,4.42,0,13,24,10,4,0,33230,884,3731,411,1922,1300,5000
2022-11-19,Orthopédie,26,3.63,0,13,24,12,0,2,44889,884,3574,446,1955,1500,6000
2022-11-19,Pneumologie,29,3.59,0,14,27,10,4,0,36026,878,3541,330,1058,1300,5000
2022-11-20,Orthopédie,24,2.94,6,14,28,11,0,4,47639,960,3834,0,0,1500,6000
2022-11-20,Pneumologie,31,4.39,4,13,28,12,5,0,35493,853,3634,268,2039,1300,5000
2022-11-21,Orthopédie,22,3.02,8,14,25,11,0,1,44462,913,3858,0,0,1500,6000
2022-11-21,Pneumologie,25,3.14,4,12,28,8,3,0,38044,924,3761,0,2217,1300,5000
2022-11-22,Orthopédie,18,2.21,38,12,25,9,0,7,48367,949,3871,0,0,1500,6000
2022-11-22,Pneumologie,21,3.52,0,13,25,9,3,0,37165,931,3812,0,0,1300,5000
2022-11-23,Orthopédie,22,2.92,5,11,25,13,0,5,45213,915,3724,0,2069,1500,6000
2022-11-23,Pneumologie,23,3.7,4,15,26,13,4,0,33779,905,3734,0,2234,1300,5000
2022-11-24,Orthopédie,26,3.2,0,11,27,11,0,11,42231,930,3605,0,1831,1500,6000
2022-11-24,Pneumologie,25,3.61,0,12,28,11,4,0,32442,876,3652,434,2013,1300,5000
2022-11-25,Orthopédie,17,3.87,4,12,26,12,0,5,46138,950,3855,0,0,1500,6000
2022-11-25,Pneumologie,19,3.59,0,12,28,8,3,0,37137,904,3788,0,1838,1300,5000
2022-11-26,Orthopédie,27,3.41,0,11,26,10,0,9,41498,926,3560,0,1506,1500,6000
2022-11-26,Pneumologie,20,3.7,1,11,24,9,3,0,38342,943,3709,0,2247,1300,5000
2022-11-27,Orthopédie,32,3.11,0,15,27,11,0,9,42053,887,3762,474,2291,1500,6000
2022-11-27,Pneumologie,24,3.43,0,15,24,11,3,0,37757,956,3735,0,1994,1300,5000
2022-11-28,Orthopédie,22,2.63,19,12,24,12,0,9,47943,919,3750,0,1242,1500,6000
2022-11-28,Pneumologie,25,3.95,2,12,24,10,4,0,34723,895,3539,266,2423,1300,5000
2022-11-29,Orthopédie,28,3.48,0,14,26,8,0,1,44458,924,3742,0,1121,1500,6000
2022-11-29,Pneumologie,20,3.19,11,13,28,10,3,0,36976,951,3809,0,0,1300,5000
2022-11-30,Orthopédie,21,2.71,19,14,26,10,0,9,41655,967,3826,0,0,1500,6000
2022-11-30,Pneumologie,23,4.93,4,13,26,8,3,0,36409,858,3559,319,2358,1300,5000
2022-12-01,Orthopédie,23,3.18,4,10,24,4,0,8,43549,914,3797,0,1279,1500,6000
2022-12-01,Pneumologie,20,3.09,4,12,27,8,3,0,37463,928,3706,0,1932,1300,5000
2022-12-02,Orthopédie,20,3.23,9,13,23,5,0,10,46549,953,3801,0,0,1500,6000
2022-12-02,Pneumologie,15,3.16,25,14,26,4,2,0,33385,967,3774,0,1268,1300,5000
2022-12-03,Orthopédie,24,2.2,19,10,24,6,0,2,41763,939,3843,0,0,1500,6000
2022-12-03,Pneumologie,27,4.87,0,13,27,7,5,0,36004,896,3465,473,1688,1300,5000
2022-12-04,Orthopédie,26,3.44,0,10,25,8,0,1,47110,928,3664,0,2103,1500,6000
2022-12-04,Pneumologie,25,4.59,5,14,27,7,4,0,33476,932,3499,0,2469,1300,5000
2022-12-05,Orthopédie,29,2.2,13,11,27,3,0,8,43266,939,3757,0,2404,1500,6000
2022-12-05,Pneumologie,16,4.5,0,10,27,4,3,0,34547,907,3690,0,1524,1300,5000
2022-12-06,Orthopédie,22,2.58,20,14,24,7,0,5,43031,965,3878,0,0,1500,6000
2022-12-06,Pneumologie,25,4.09,0,12,24,7,4,0,35614,877,3714,344,2498,1300,5000
2022-12-07,Orthopédie,30,2.31,6,13,25,8,0,2,42919,933,3745,0,1609,1500,6000
2022-12-07,Pneumologie,27,4.98,0,12,23,7,4,0,31739,859,3592,327,2387,1300,5000
2022-12-08,Orthopédie,23,3.64,0,10,25,6,0,10,43906,878,3644,303,2441,1500,6000
2022-12-08,Pneumologie,20,3.7,0,11,24,3,3,0,31029,953,3715,0,1202,1300,5000
2022-12-09,Orthopédie,31,3.7,0,12,27,8,0,2,43219,930,3485,0,2376,1500,6000
2022-12-09,Pneumologie,25,4.37,2,10,24,6,3,0,34602,935,3603,0,1583,1300,5000
2022-12-10,Orthopédie,24,3.7,2,13,24,4,0,9,46318,872,3561,486,1013,1500,6000
2022-12-10,Pneumologie,18,3.9,5,10,25,4,3,0,31091,935,3783,0,1327,1300,5000
2022-12-11,Orthopédie,30,3.72,0,12,23,7,0,6,44036,867,3677,301,2300,1500,6000
2022-12-11,Pneumologie,19,4.69,0,13,26,4,3,0,36158,928,3575,0,1024,1300,5000
2022-12-12,Orthopédie,31,3.59,0,12,25,7,0,7,46457,914,3777,0,1250,1500,6000
2022-12-12,Pneumologie,26,4.41,0,12,23,4,4,0,38976,844,3624,347,1281,1300,5000
2022-12-13,Orthopédie,32,2.87,2,10,27,8,0,1,47472,944,3803,0,0,1500,6000
2022-12-13,Pneumologie,23,3.13,0,11,26,3,3,0,33799,922,3677,0,1591,1300,5000
2022-12-14,Orthopédie,31,2.91,4,14,24,6,0,2,48573,929,3590,0,2487,1500,6000
2022-12-14,Pneumologie,14,3.6,21,10,25,6,2,0,36100,936,3781,0,1094,1300,5000
2022-12-15,Orthopédie,30,3.12,1,14,24,8,0,2,47096,896,3614,366,1185,1500,6000
2022-12-15,Pneumologie,17,3.43,11,14,23,4,2,0,37648,918,3771,0,1626,1300,5000
2022-12-16,Orthopédie,35,2.26,0,12,23,8,0,4,43925,935,3605,0,2375,1500,6000
2022-12-16,Pneumologie,22,4.93,0,13,25,8,3,0,36520,917,3710,0,2417,1300,5000
2022-12-17,Orthopédie,32,3.42,0,12,24,5,0,5,43704,846,3758,319,1092,1500,6000
2022-12-17,Pneumologie,17,4.43,4,12,24,3,2,0,36908,921,3761,0,1375,1300,5000
2022-12-18,Orthopédie,32,2.63,0,11,24,5,0,9,47639,937,3715,0,1293,1500,6000
2022-12-18,Pneumologie,13,4.65,9,12,24,7,2,0,33986,914,3801,0,0,1300,5000
2022-12-19,Orthopédie,34,3.96,0,12,26,4,0,5,46801,921,3418,0,1810,1500,6000
2022-12-19,Pneumologie,13,4.16,13,12,25,8,2,0,34281,962,3817,0,0,1300,5000
2022-12-20,Orthopédie,32,3.33,0,13,24,3,0,3,46629,903,3494,0,1518,1500,6000
2022-12-20,Pneumologie,13,3.69,17,12,27,8,1,0,36833,930,3763,0,1478,1300,5000
2022-12-21,Orthopédie,31,3.15,1,11,23,8,0,4,41104,936,3513,0,2188,1500,6000
2022-12-21,Pneumologie,17,3.48,13,10,23,7,3,0,35874,967,3799,0,1348,1300,5000
2022-12-22,Orthopédie,22,3.8,5,12,25,5,0,0,46294,879,3712,337,1220,1500,6000
2022-12-22,Pneumologie,20,4.57,0,12,27,6,3,0,32379,867,3677,372,1598,1300,5000
2022-12-23,Orthopédie,29,2.8,4,13,26,8,0,2,47467,888,3684,396,1729,1500,6000
2022-12-23,Pneumologie,8,3.46,38,13,24,6,1,0,32680,960,3914,0,0,1300,5000
2022-12-24,Orthopédie,32,2.42,0,11,24,4,0,0,43189,902,3628,0,1138,1500,6000
2022-12-24,Pneumologie,12,4.54,11,10,26,3,2,0,33702,930,3781,0,1464,1300,5000
2022-12-25,Orthopédie,22,3.5,5,10,26,5,0,2,45909,900,3832,0,0,1500,6000
2022-12-25,Pneumologie,17,4.35,0,10,24,4,2,0,31917,913,3645,0,1568,1300,5000
2022-12-26,Orthopédie,24,2.25,16,14,26,8,0,10,41480,922,3774,0,1487,1500,6000
2022-12-26,Pneumologie,13,3.62,20,13,23,6,2,0,33078,970,3776,0,1368,1300,5000
2022-12-27,Orthopédie,27,2.18,19,14,24,3,0,10,47271,935,3718,0,1425,1500,6000
2022-12-27,Pneumologie,12,3.12,29,11,24,6,1,0,38825,945,3818,0,0,1300,5000
2022-12-28,Orthopédie,29,3.55,3,10,24,3,0,0,41253,948,3648,0,1002,1500,6000
2022-12-28,Pneumologie,12,3.22,31,11,27,4,1,0,37048,976,3912,0,0,1300,5000
2022-12-29,Orthopédie,23,2.82,12,12,27,4,0,1,45527,937,3807,0,0,1500,6000
2022-12-29,Pneumologie,14,4.09,8,11,23,4,2,0,31614,926,3774,0,1333,1300,5000
2022-12-30,Orthopédie,33,2.13,4,14,27,4,0,4,48293,917,3659,0,1631,1500,6000
2022-12-30,Pneumologie,13,3.37,25,14,26,6,2,0,32888,963,3868,0,0,1300,5000
2022-12-31,Orthopédie,26,3.73,0,10,26,5,0,3,47470,896,3633,243,1834,1500,6000
2022-12-31,Pneumologie,13,4.75,7,12,26,3,2,0,34268,952,3866,0,0,1300,5000
2023-01-01,Orthopédie,14,2.29,41,9,23,4,0,7,46585,973,3843,0,0,1500,6000
2023-01-01,Pneumologie,31,4.07,0,9,25,6,5,0,31393,936,3471,0,1512,1300,5000
2023-01-02,Orthopédie,6,3.45,53,11,26,2,0,7,42730,980,3926,0,0,1500,6000
2023-01-02,Pneumologie,26,3.67,0,11,22,5,4,0,37084,877,3608,226,1428,1300,5000
2023-01-03,Orthopédie,10,3.94,37,10,26,4,0,1,41159,960,3847,0,0,1500,6000
2023-01-03,Pneumologie,27,3.93,0,12,23,7,5,0,37255,939,3679,0,1563,1300,5000
2023-01-04,Orthopédie,16,2.35,37,9,25,6,0,3,47435,967,3896,0,0,1500,6000
2023-01-04,Pneumologie,26,3.42,0,9,23,4,4,0,35117,931,3768,0,2210,1300,5000
2023-01-05,Orthopédie,13,3.46,25,13,25,3,0,1,45178,966,3880,0,0,1500,6000
2023-01-05,Pneumologie,22,3.88,0,10,26,4,3,0,37956,929,3673,0,1271,1300,5000
2023-01-06,Orthopédie,8,2.43,54,13,25,6,0,1,42630,978,3927,0,0,1500,6000
2023-01-06,Pneumologie,22,3.45,0,10,26,3,3,0,36948,910,3810,0,0,1300,5000
2023-01-07,Orthopédie,6,2.86,60,10,22,7,0,7,46329,989,3935,0,0,1500,6000
2023-01-07,Pneumologie,28,3.33,0,10,24,3,5,0,35191,914,3740,0,1157,1300,5000
2023-01-08,Orthopédie,12,2.89,43,11,24,7,0,2,47223,982,3917,0,0,1500,6000
2023-01-08,Pneumologie,29,3.4,1,11,24,4,5,0,38689,916,3596,0,1195,1300,5000
2023-01-09,Orthopédie,13,2.5,39,12,24,7,0,9,48025,965,3856,0,0,1500,6000
2023-01-09,Pneumologie,26,3.85,0,12,25,5,4,0,38912,904,3585,0,1946,1300,5000
2023-01-10,Orthopédie,17,2.85,22,11,23,6,0,10,42131,973,3794,0,1115,1500,6000
2023-01-10,Pneumologie,22,3.54,0,10,22,3,3,0,36605,940,3840,0,0,1300,5000
2023-01-11,Orthopédie,17,3.54,9,10,25,2,0,8,42214,924,3739,0,1363,1500,6000
2023-01-11,Pneumologie,23,3.56,0,11,25,7,3,0,36437,957,3788,0,1404,1300,5000
2023-01-12,Orthopédie,12,3.5,33,9,25,5,0,2,45488,942,3796,0,1865,1500,6000
2023-01-12,Pneumologie,26,4.25,3,12,23,5,5,0,33930,923,3448,0,2244,1300,5000
2023-01-13,Orthopédie,18,2.8,19,10,25,5,0,10,42352,960,3774,0,1331,1500,6000
2023-01-13,Pneumologie,23,3.8,1,11,24,5,4,0,31036,872,3681,288,1668,1300,5000
2023-01-14,Orthopédie,14,2.88,36,12,26,3,0,1,41977,944,3919,0,0,1500,6000
2023-01-14,Pneumologie,21,4.75,4,11,26,5,3,0,36086,864,3700,490,2237,1300,5000
2023-01-15,Orthopédie,11,3.99,29,12,23,3,0,6,47049,965,3852,0,0,1500,6000
2023-01-15,Pneumologie,24,3.08,1,12,22,4,4,0,31523,892,3769,277,1494,1300,5000
2023-01-16,Orthopédie,11,2.19,51,11,26,3,0,0,43826,972,3920,0,0,1500,6000
2023-01-16,Pneumologie,30,3.93,5,9,24,2,5,0,37427,919,3424,0,1333,1300,5000
2023-01-17,Orthopédie,12,3.22,31,11,22,5,0,1,42412,963,3859,0,0,1500,6000
2023-01-17,Pneumologie,28,4.23,0,11,25,6,5,0,38101,906,3659,0,1406,1300,5000
2023-01-18,Orthopédie,13,3.21,38,10,22,5,0,4,43127,943,3813,0,0,1500,6000
2023-01-18,Pneumologie,23,3.33,0,10,25,7,3,0,38822,907,3818,0,0,1300,5000
2023-01-19,Orthopédie,9,3.16,50,11,25,4,0,4,46572,964,3891,0,0,1500,6000
2023-01-19,Pneumologie,21,4.27,0,12,24,2,3,0,34041,921,3811,0,0,1300,5000
2023-01-20,Orthopédie,19,2.37,26,13,23,3,0,1,44468,946,3870,0,0,1500,6000
2023-01-20,Pneumologie,27,3.52,0,10,25,6,4,0,35482,895,3771,261,1374,1300,5000
2023-01-21,Orthopédie,10,2.55,44,11,22,4,0,3,46911,987,3941,0,0,1500,6000
2023-01-21,Pneumologie,23,4.41,4,12,26,2,4,0,38098,878,3616,271,2314,1300,5000
2023-01-22,Orthopédie,16,2.67,37,10,25,2,0,9,42375,952,3847,0,0,1500,6000
2023-01-22,Pneumologie,29,3.89,0,11,23,2,4,0,37135,836,3511,467,2086,1300,5000
2023-01-23,Orthopédie,16,3.17,27,11,26,4,0,3,45562,963,3881,0,0,1500,6000
2023-01-23,Pneumologie,33,4.07,3,11,24,6,5,0,34699,898,3612,444,1097,1300,5000
2023-01-24,Orthopédie,11,2.67,44,13,23,4,0,8,48942,965,3864,0,0,1500,6000
2023-01-24,Pneumologie,28,4.88,0,11,22,4,5,0,32546,852,3588,398,2173,1300,5000
2023-01-25,Orthopédie,13,3.84,30,11,22,3,0,5,47051,960,3789,0,1816,1500,6000
2023-01-25,Pneumologie,25,3.11,1,12,26,6,4,0,38910,889,3772,311,1115,1300,5000
2023-01-26,Orthopédie,16,3.74,19,9,23,7,0,5,43491,946,3845,0,0,1500,6000
2023-01-26,Pneumologie,28,4.73,0,13,24,5,4,0,32797,883,3346,385,1363,1300,5000
2023-01-27,Orthopédie,18,3.43,8,10,25,4,0,3,44370,912,3867,0,0,1500,6000
2023-01-27,Pneumologie,30,4.33,0,9,22,6,5,0,36819,825,3667,445,1994,1300,5000
2023-01-28,Orthopédie,14,2.75,31,9,24,3,0,8,47472,980,3858,0,0,1500,6000
2023-01-28,Pneumologie,19,3.27,2,9,26,7,3,0,34725,914,3800,0,0,1300,5000
2023-01-29,Orthopédie,16,3.12,20,13,23,6,0,6,44548,941,3837,0,0,1500,6000
2023-01-29,Pneumologie,28,4.86,4,10,25,7,5,0,31875,909,3465,0,1674,1300,5000
2023-01-30,Orthopédie,11,2.85,42,12,23,2,0,2,46065,958,3909,0,0,1500,6000
2023-01-30,Pneumologie,28,3.52,3,11,26,2,4,0,35461,920,3572,0,2043,1300,5000
2023-01-31,Orthopédie,15,3.91,15,12,22,5,0,5,42391,924,3763,0,2275,1500,6000
2023-01-31,Pneumologie,31,4.27,0,9,23,3,5,0,33443,819,3431,315,1318,1300,5000
2023-02-01,Orthopédie,10,2.63,52,9,23,5,0,7,42721,961,3919,0,0,1500,6000
2023-02-01,Pneumologie,21,3.96,0,9,21,5,3,0,35449,906,3763,0,2176,1300,5000
2023-02-02,Orthopédie,14,3.71,20,8,25,9,0,8,43501,933,3801,0,0,1500,6000
2023-02-02,Pneumologie,18,4.0,0,12,21,4,3,0,31032,903,3759,0,1351,1300,5000
2023-02-03,Orthopédie,14,2.89,38,9,24,7,0,11,41624,953,3890,0,0,1500,6000
2023-02-03,Pneumologie,26,3.78,4,10,25,5,4,0,36861,876,3688,244,2196,1300,5000
2023-02-04,Orthopédie,15,3.09,32,10,24,8,0,1,45801,959,3870,0,0,1500,6000
2023-02-04,Pneumologie,30,4.26,2,12,22,7,5,0,31498,811,3646,282,1558,1300,5000
2023-02-05,Orthopédie,16,3.84,18,10,25,5,0,6,48222,931,3749,0,1061,1500,6000
2023-02-05,Pneumologie,21,4.76,5,11,22,5,3,0,35626,917,3573,0,1194,1300,5000
2023-02-06,Orthopédie,21,2.16,28,8,22,7,0,1,44553,945,3853,0,0,1500,6000
2023-02-06,Pneumologie,26,3.36,0,8,23,5,4,0,36290,925,3641,0,1403,1300,5000
2023-02-07,Orthopédie,15,3.52,19,12,24,8,0,2,42868,957,3756,0,2405,1500,6000
2023-02-07,Pneumologie,18,3.65,9,9,21,7,3,0,34157,947,3760,0,2345,1300,5000
2023-02-08,Orthopédie,12,2.81,43,9,23,4,0,10,46306,975,3855,0,0,1500,6000
2023-02-08,Pneumologie,21,4.99,3,12,23,9,3,0,31967,948,3679,0,1945,1300,5000
2023-02-09,Orthopédie,10,2.04,59,12,21,7,0,5,44250,986,3910,0,0,1500,6000
2023-02-09,Pneumologie,30,4.56,0,10,23,8,4,0,34226,848,3632,466,2241,1300,5000
2023-02-10,Orthopédie,14,2.36,38,8,21,9,0,2,46128,979,3923,0,0,1500,6000
2023-02-10,Pneumologie,28,4.56,0,11,22,9,4,0,34012,848,3416,336,1308,1300,5000
2023-02-11,Orthopédie,16,3.25,24,9,22,9,0,8,44051,969,3856,0,0,1500,6000
2023-02-11,Pneumologie,25,3.14,0,10,25,6,4,0,36167,942,3689,0,2325,1300,5000
2023-02-12,Orthopédie,19,2.08,40,9,22,8,0,7,45231,945,3896,0,0,1500,6000
2023-02-12,Pneumologie,22,3.62,0,9,23,5,4,0,36596,896,3827,284,0,1300,5000
2023-02-13,Orthopédie,17,3.09,24,10,22,9,0,12,44001,951,3858,0,0,1500,6000
